Local time,Open,High,Low,Close,Volume
18.09.2018 06:00:00.000 GMT-0400,181.338,181.338,181.338,181.338,0
18.09.2018 07:00:00.000 GMT-0400,181.338,181.338,181.338,181.338,0
18.09.2018 08:00:00.000 GMT-0400,181.338,181.338,181.338,181.338,0
18.09.2018 09:00:00.000 GMT-0400,181.488,182.888,181.387,182.718,23.3487
18.09.2018 10:00:00.000 GMT-0400,182.737,183.278,182.617,183.258,31.9625
18.09.2018 11:00:00.000 GMT-0400,183.248,183.658,183.077,183.507,24.2201
18.09.2018 12:00:00.000 GMT-0400,183.518,183.718,182.957,183.088,20.6064
18.09.2018 13:00:00.000 GMT-0400,183.088,183.308,182.837,183.238,19.2152
18.09.2018 14:00:00.000 GMT-0400,183.237,183.448,183.047,183.108,17.2943
18.09.2018 15:00:00.000 GMT-0400,183.098,183.258,182.777,182.807,25.6472
18.09.2018 16:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
18.09.2018 17:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
18.09.2018 18:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
18.09.2018 19:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
18.09.2018 20:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
18.09.2018 21:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
18.09.2018 22:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
18.09.2018 23:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 00:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 01:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 02:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 03:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 04:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 05:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 06:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 07:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 08:00:00.000 GMT-0400,182.807,182.807,182.807,182.807,0
19.09.2018 09:00:00.000 GMT-0400,182.828,183.288,182.017,182.167,26.3859
19.09.2018 10:00:00.000 GMT-0400,182.168,182.468,181.487,181.717,31.6735
19.09.2018 11:00:00.000 GMT-0400,181.718,182.638,181.607,182.387,26.6726
19.09.2018 12:00:00.000 GMT-0400,182.387,182.477,181.828,182.188,19.6439
19.09.2018 13:00:00.000 GMT-0400,182.187,182.328,181.907,182.297,19.5788
19.09.2018 14:00:00.000 GMT-0400,182.288,182.448,182.187,182.288,14.3262
19.09.2018 15:00:00.000 GMT-0400,182.287,182.868,182.287,182.688,19.7198
19.09.2018 16:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
19.09.2018 17:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
19.09.2018 18:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
19.09.2018 19:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
19.09.2018 20:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
19.09.2018 21:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
19.09.2018 22:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
19.09.2018 23:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 00:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 01:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 02:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 03:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 04:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 05:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 06:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 07:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 08:00:00.000 GMT-0400,182.688,182.688,182.688,182.688,0
20.09.2018 09:00:00.000 GMT-0400,183.928,184.308,183.497,184.207,26.7402
20.09.2018 10:00:00.000 GMT-0400,184.198,184.858,184.197,184.318,28.5546
20.09.2018 11:00:00.000 GMT-0400,184.317,184.888,184.277,184.628,24.9395
20.09.2018 12:00:00.000 GMT-0400,184.627,184.788,184.337,184.708,17.669
20.09.2018 13:00:00.000 GMT-0400,184.708,184.798,184.487,184.708,15.5359
20.09.2018 14:00:00.000 GMT-0400,184.707,184.758,184.477,184.738,16.3868
20.09.2018 15:00:00.000 GMT-0400,184.737,184.948,184.597,184.648,19.952
20.09.2018 16:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
20.09.2018 17:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
20.09.2018 18:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
20.09.2018 19:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
20.09.2018 20:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
20.09.2018 21:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
20.09.2018 22:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
20.09.2018 23:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 00:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 01:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 02:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 03:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 04:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 05:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 06:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 07:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 08:00:00.000 GMT-0400,184.648,184.648,184.648,184.648,0
21.09.2018 09:00:00.000 GMT-0400,185.247,185.468,184.828,184.927,22.939
21.09.2018 10:00:00.000 GMT-0400,184.918,185.078,184.167,184.307,30.2982
21.09.2018 11:00:00.000 GMT-0400,184.297,184.768,184.037,184.657,22.774
21.09.2018 12:00:00.000 GMT-0400,184.658,184.878,184.347,184.487,19.8841
21.09.2018 13:00:00.000 GMT-0400,184.487,184.528,184.187,184.358,17.0285
21.09.2018 14:00:00.000 GMT-0400,184.357,184.368,183.828,183.858,18.0595
21.09.2018 15:00:00.000 GMT-0400,183.857,183.898,183.467,183.647,23.7838
21.09.2018 16:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
21.09.2018 17:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
21.09.2018 18:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
21.09.2018 19:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
21.09.2018 20:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
21.09.2018 21:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
21.09.2018 22:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
21.09.2018 23:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 00:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 01:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 02:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 03:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 04:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 05:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 06:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 07:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 08:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 09:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 10:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 11:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 12:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 13:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 14:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 15:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 16:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 17:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 18:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 19:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 20:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 21:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 22:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
22.09.2018 23:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 00:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 01:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 02:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 03:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 04:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 05:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 06:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 07:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 08:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 09:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 10:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 11:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 12:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 13:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 14:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 15:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 16:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 17:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 18:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 19:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 20:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 21:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 22:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
23.09.2018 23:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 00:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 01:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 02:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 03:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 04:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 05:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 06:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 07:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 08:00:00.000 GMT-0400,183.647,183.647,183.647,183.647,0
24.09.2018 09:00:00.000 GMT-0400,182.037,182.808,181.287,182.628,24.6743
24.09.2018 10:00:00.000 GMT-0400,182.618,183.028,182.348,182.758,39.651
24.09.2018 11:00:00.000 GMT-0400,182.768,183.548,182.467,183.367,28.5538
24.09.2018 12:00:00.000 GMT-0400,183.377,183.488,183.038,183.138,24.5393
24.09.2018 13:00:00.000 GMT-0400,183.128,183.737,183.097,183.687,21.7857
24.09.2018 14:00:00.000 GMT-0400,183.688,183.778,183.467,183.547,18.4332
24.09.2018 15:00:00.000 GMT-0400,183.548,183.938,183.517,183.828,22.1611
24.09.2018 16:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
24.09.2018 17:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
24.09.2018 18:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
24.09.2018 19:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
24.09.2018 20:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
24.09.2018 21:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
24.09.2018 22:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
24.09.2018 23:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 00:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 01:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 02:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 03:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 04:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 05:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 06:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 07:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 08:00:00.000 GMT-0400,183.828,183.828,183.828,183.828,0
25.09.2018 09:00:00.000 GMT-0400,183.747,183.968,183.377,183.788,24.4716
25.09.2018 10:00:00.000 GMT-0400,183.777,183.898,183.188,183.207,32.8193
25.09.2018 11:00:00.000 GMT-0400,183.208,184.188,183.158,184.088,24.3343
25.09.2018 12:00:00.000 GMT-0400,184.098,184.188,183.767,183.887,19.0367
25.09.2018 13:00:00.000 GMT-0400,183.888,184.088,183.698,183.987,22.9745
25.09.2018 14:00:00.000 GMT-0400,183.988,184.098,183.927,184.018,18.7793
25.09.2018 15:00:00.000 GMT-0400,184.018,184.258,183.947,184.118,22.408
25.09.2018 16:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
25.09.2018 17:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
25.09.2018 18:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
25.09.2018 19:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
25.09.2018 20:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
25.09.2018 21:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
25.09.2018 22:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
25.09.2018 23:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 00:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 01:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 02:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 03:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 04:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 05:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 06:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 07:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 08:00:00.000 GMT-0400,184.118,184.118,184.118,184.118,0
26.09.2018 09:00:00.000 GMT-0400,184.238,184.768,184.177,184.657,17.2286
26.09.2018 10:00:00.000 GMT-0400,184.648,185.018,184.357,184.948,25.8355
26.09.2018 11:00:00.000 GMT-0400,184.947,185.368,184.947,185.227,21.1054
26.09.2018 12:00:00.000 GMT-0400,185.228,185.238,184.967,185.207,14.7048
26.09.2018 13:00:00.000 GMT-0400,185.208,185.308,184.958,185.068,16.035
26.09.2018 14:00:00.000 GMT-0400,185.068,185.978,185.017,185.408,29.7234
26.09.2018 15:00:00.000 GMT-0400,185.408,185.578,183.888,184.177,33.4259
26.09.2018 16:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
26.09.2018 17:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
26.09.2018 18:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
26.09.2018 19:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
26.09.2018 20:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
26.09.2018 21:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
26.09.2018 22:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
26.09.2018 23:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 00:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 01:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 02:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 03:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 04:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 05:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 06:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 07:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 08:00:00.000 GMT-0400,184.177,184.177,184.177,184.177,0
27.09.2018 09:00:00.000 GMT-0400,185.017,185.758,184.907,185.608,18.1792
27.09.2018 10:00:00.000 GMT-0400,185.618,186.268,185.607,186.248,28.5405
27.09.2018 11:00:00.000 GMT-0400,186.248,186.428,185.917,186.258,22.2272
27.09.2018 12:00:00.000 GMT-0400,186.257,186.468,186.127,186.377,19.0947
27.09.2018 13:00:00.000 GMT-0400,186.378,186.398,186.227,186.318,17.1044
27.09.2018 14:00:00.000 GMT-0400,186.317,186.328,185.897,185.958,19.9377
27.09.2018 15:00:00.000 GMT-0400,185.957,186.068,185.637,185.798,23.971
27.09.2018 16:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
27.09.2018 17:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
27.09.2018 18:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
27.09.2018 19:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
27.09.2018 20:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
27.09.2018 21:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
27.09.2018 22:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
27.09.2018 23:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 00:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 01:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 02:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 03:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 04:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 05:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 06:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 07:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 08:00:00.000 GMT-0400,185.798,185.798,185.798,185.798,0
28.09.2018 09:00:00.000 GMT-0400,185.217,185.658,184.957,185.278,17.7942
28.09.2018 10:00:00.000 GMT-0400,185.288,185.908,185.047,185.798,29.1044
28.09.2018 11:00:00.000 GMT-0400,185.797,186.258,185.767,185.828,24.5686
28.09.2018 12:00:00.000 GMT-0400,185.828,185.978,185.227,185.588,19.1124
28.09.2018 13:00:00.000 GMT-0400,185.577,185.838,185.388,185.648,16.2405
28.09.2018 14:00:00.000 GMT-0400,185.647,185.678,185.298,185.527,18.7817
28.09.2018 15:00:00.000 GMT-0400,185.528,185.798,185.457,185.758,27.9109
28.09.2018 16:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
28.09.2018 17:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
28.09.2018 18:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
28.09.2018 19:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
28.09.2018 20:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
28.09.2018 21:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
28.09.2018 22:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
28.09.2018 23:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 00:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 01:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 02:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 03:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 04:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 05:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 06:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 07:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 08:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 09:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 10:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 11:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 12:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 13:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 14:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 15:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 16:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 17:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 18:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 19:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 20:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 21:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 22:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
29.09.2018 23:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 00:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 01:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 02:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 03:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 04:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 05:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 06:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 07:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 08:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 09:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 10:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 11:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 12:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 13:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 14:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 15:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 16:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 17:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 18:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 19:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 20:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 21:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 22:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
30.09.2018 23:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 00:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 01:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 02:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 03:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 04:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 05:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 06:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 07:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 08:00:00.000 GMT-0400,185.758,185.758,185.758,185.758,0
01.10.2018 09:00:00.000 GMT-0400,186.808,187.448,185.758,187.297,21.011900000000004
01.10.2018 10:00:00.000 GMT-0400,187.318,187.508,187.098,187.287,26.852499999999996
01.10.2018 11:00:00.000 GMT-0400,187.288,187.298,186.858,187.028,23.519800000000007
01.10.2018 12:00:00.000 GMT-0400,187.027,187.077,186.407,186.498,25.525599999999997
01.10.2018 13:00:00.000 GMT-0400,186.497,186.748,186.427,186.608,22.012800000000006
01.10.2018 14:00:00.000 GMT-0400,186.617,186.618,185.987,186.348,25.276400000000002
01.10.2018 15:00:00.000 GMT-0400,186.358,186.398,185.687,186.127,28.349200000000007
01.10.2018 16:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
01.10.2018 17:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
01.10.2018 18:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
01.10.2018 19:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
01.10.2018 20:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
01.10.2018 21:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
01.10.2018 22:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
01.10.2018 23:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 00:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 01:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 02:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 03:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 04:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 05:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 06:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 07:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 08:00:00.000 GMT-0400,186.127,186.127,186.127,186.127,0
02.10.2018 09:00:00.000 GMT-0400,185.928,186.428,185.307,186.368,24.447000000000003
02.10.2018 10:00:00.000 GMT-0400,186.367,186.777,185.917,186.547,37.5979
02.10.2018 11:00:00.000 GMT-0400,186.548,187.058,186.407,187.017,27.0279
02.10.2018 12:00:00.000 GMT-0400,187.017,187.158,186.297,186.438,24.167199999999994
