Date,SPX close,Gain,% Change,Next_Week_Gain,Next_Week_%,Random_Forest,Logistic_Regression,RF,LR
2010-01-22,1091.76001,-44.27001900000005,-0.03896905704065684,-8.949951000000056,-0.007816687764269952,1,0,-0.007816687764269952,0.0
2010-01-29,1073.869995,-17.89001499999995,-0.016386398875335204,-44.27001900000005,-0.03896905704065684,1,0,-0.03896905704065684,0.0
2010-02-05,1066.189941,-7.680053999999927,-0.007151753969995155,-17.89001499999995,-0.016386398875335204,0,0,0.0,0.0
2010-02-12,1075.51001,9.320068999999876,0.008741471516096281,-7.680053999999927,-0.007151753969995155,0,0,0.0,0.0
2010-02-19,1109.170044,33.660033999999996,0.03129681145413049,9.320068999999876,0.008741471516096281,1,1,0.008741471516096281,0.008741471516096281
2010-02-26,1104.48999,-4.680053999999927,-0.0042194197592302874,33.660033999999996,0.03129681145413049,1,1,0.03129681145413049,0.03129681145413049
2010-03-05,1138.699951,34.20996100000002,0.030973536482662028,-4.680053999999927,-0.0042194197592302874,1,1,-0.0042194197592302874,-0.0042194197592302874
2010-03-12,1149.98999,11.290038999999979,0.00991484981630598,34.20996100000002,0.030973536482662028,1,1,0.030973536482662028,0.030973536482662028
2010-03-19,1159.900024,9.910033999999996,0.008617495879246737,11.290038999999979,0.00991484981630598,1,1,0.00991484981630598,0.00991484981630598
2010-03-26,1166.589966,6.689941999999974,0.005767688474502501,9.910033999999996,0.008617495879246737,1,1,0.008617495879246737,0.008617495879246737
2010-04-02,1178.099976,11.510009999999966,0.009866371506233207,6.689941999999974,0.005767688474502501,1,1,0.005767688474502501,0.005767688474502501
2010-04-09,1194.369995,16.270019000000048,0.01381038904290755,11.510009999999966,0.009866371506233207,1,1,0.009866371506233207,0.009866371506233207
2010-04-16,1192.130005,-2.2399900000000343,-0.0018754573619375245,16.270019000000048,0.01381038904290755,1,1,0.01381038904290755,0.01381038904290755
2010-04-23,1217.280029,25.15002400000003,0.021096712518363325,-2.2399900000000343,-0.0018754573619375245,1,1,-0.0018754573619375245,-0.0018754573619375245
2010-04-30,1186.689941,-30.590087999999923,-0.02512986927513285,25.15002400000003,0.021096712518363325,1,0,0.021096712518363325,0.0
2010-05-07,1110.880005,-75.8099360000001,-0.06388352456760236,-30.590087999999923,-0.02512986927513285,1,0,-0.02512986927513285,0.0
2010-05-14,1135.680054,24.800048999999944,0.022324687534546042,-75.8099360000001,-0.06388352456760236,1,0,-0.06388352456760236,0.0
2010-05-21,1087.689941,-47.99011299999984,-0.04225671907415558,24.800048999999944,0.022324687534546042,1,0,0.022324687534546042,0.0
2010-05-28,1089.410034,1.7200929999999062,0.001581418504632384,-47.99011299999984,-0.04225671907415558,0,0,0.0,0.0
2010-06-04,1064.880005,-24.530029000000013,-0.022516801052339136,1.7200929999999062,0.001581418504632384,0,0,0.0,0.0
2010-06-11,1091.599976,26.719970999999987,0.0250920017978927,-24.530029000000013,-0.022516801052339136,0,0,0.0,0.0
2010-06-18,1117.51001,25.910033999999996,0.023735832328380335,26.719970999999987,0.0250920017978927,1,0,0.0250920017978927,0.0
2010-06-25,1076.76001,-40.75,-0.036464997749774075,25.910033999999996,0.023735832328380335,1,0,0.023735832328380335,0.0
2010-07-02,1022.580017,-54.17999299999997,-0.05031761255695219,-40.75,-0.036464997749774075,0,0,0.0,0.0
2010-07-09,1077.959961,55.37994400000002,0.054157076296553544,-54.17999299999997,-0.05031761255695219,0,0,0.0,0.0
2010-07-16,1064.880005,-13.079956000000038,-0.012133990568505018,55.37994400000002,0.054157076296553544,1,0,0.054157076296553544,0.0
2010-07-23,1102.660034,37.78002900000001,0.035478203011239766,-13.079956000000038,-0.012133990568505018,0,0,0.0,0.0
2010-07-30,1101.599976,-1.0600580000000264,-0.0009613643075051601,37.78002900000001,0.035478203011239766,1,0,0.035478203011239766,0.0
2010-08-06,1121.640015,20.04003899999998,0.01819175693228227,-1.0600580000000264,-0.0009613643075051601,1,0,-0.0009613643075051601,0.0
2010-08-13,1079.25,-42.39001499999995,-0.03779288758702136,20.04003899999998,0.01819175693228227,1,0,0.01819175693228227,0.0
2010-08-20,1071.689941,-7.56005899999991,-0.007004919156821784,-42.39001499999995,-0.03779288758702136,0,0,0.0,0.0
2010-08-27,1064.589966,-7.099975000000086,-0.006625027191516847,-7.56005899999991,-0.007004919156821784,0,0,0.0,0.0
2010-09-03,1104.51001,39.92004399999996,0.037498046454441186,-7.099975000000086,-0.006625027191516847,0,0,0.0,0.0
2010-09-10,1109.550049,5.040038999999979,0.004563144701603908,39.92004399999996,0.037498046454441186,1,1,0.037498046454441186,0.037498046454441186
2010-09-17,1125.589966,16.03991700000006,0.014456235673601471,5.040038999999979,0.004563144701603908,1,1,0.004563144701603908,0.004563144701603908
2010-09-24,1148.670044,23.080077999999958,0.020504871842469817,16.03991700000006,0.014456235673601471,1,1,0.014456235673601471,0.014456235673601471
2010-10-01,1146.23999,-2.4300539999999273,-0.0021155370183919653,23.080077999999958,0.020504871842469817,1,1,0.020504871842469817,0.020504871842469817
2010-10-08,1165.150024,18.910033999999996,0.016497447449900955,-2.4300539999999273,-0.0021155370183919653,1,1,-0.0021155370183919653,-0.0021155370183919653
2010-10-15,1176.189941,11.03991700000006,0.00947510343955506,18.910033999999996,0.016497447449900955,1,1,0.016497447449900955,0.016497447449900955
2010-10-22,1183.079956,6.8900149999999485,0.0058579101553462,11.03991700000006,0.00947510343955506,1,1,0.00947510343955506,0.00947510343955506
2010-10-29,1183.26001,0.18005399999992733,0.00015219089723123272,6.8900149999999485,0.0058579101553462,1,1,0.0058579101553462,0.0058579101553462
2010-11-05,1225.849976,42.589966000000004,0.035993750857852454,0.18005399999992733,0.00015219089723123272,1,1,0.00015219089723123272,0.00015219089723123272
2010-11-12,1199.209961,-26.64001499999995,-0.02173187218792257,42.589966000000004,0.035993750857852454,1,1,0.035993750857852454,0.035993750857852454
2010-11-19,1199.72998,0.5200190000000475,0.00043363465690896436,-26.64001499999995,-0.02173187218792257,1,1,-0.02173187218792257,-0.02173187218792257
2010-11-26,1189.400024,-10.329956000000038,-0.00861023411284599,0.5200190000000475,0.00043363465690896436,1,1,0.00043363465690896436,0.00043363465690896436
2010-12-03,1224.709961,35.30993699999999,0.029687183695567162,-10.329956000000038,-0.00861023411284599,1,1,-0.00861023411284599,-0.00861023411284599
2010-12-10,1240.400024,15.69006300000001,0.0128112479686119,35.30993699999999,0.029687183695567162,1,1,0.029687183695567162,0.029687183695567162
2010-12-17,1243.910034,3.5100099999999657,0.0028297403515690077,15.69006300000001,0.0128112479686119,1,1,0.0128112479686119,0.0128112479686119
2010-12-24,1256.77002,12.859985999999935,0.010338356994071755,3.5100099999999657,0.0028297403515690077,1,1,0.0028297403515690077,0.0028297403515690077
2010-12-31,1257.640015,0.8699950000000172,0.0006922467803616268,12.859985999999935,0.010338356994071755,1,1,0.010338356994071755,0.010338356994071755
2011-01-07,1271.5,13.859985000000052,0.011020629778546011,0.8699950000000172,0.0006922467803616268,1,1,0.0006922467803616268,0.0006922467803616268
2011-01-14,1293.23999,21.739990000000034,0.017097907982697627,13.859985000000052,0.011020629778546011,1,1,0.011020629778546011,0.011020629778546011
2011-01-21,1283.349976,-9.890014000000065,-0.007647469979643967,21.739990000000034,0.017097907982697627,1,1,0.017097907982697627,0.017097907982697627
2011-01-28,1276.339966,-7.010009999999966,-0.005462274618065654,-9.890014000000065,-0.007647469979643967,1,1,-0.007647469979643967,-0.007647469979643967
2011-02-04,1310.869995,34.53002900000001,0.027053943243833214,-7.010009999999966,-0.005462274618065654,1,1,-0.005462274618065654,-0.005462274618065654
2011-02-11,1329.150024,18.280029000000013,0.013944959507597863,34.53002900000001,0.027053943243833214,1,1,0.027053943243833214,0.027053943243833214
2011-02-18,1343.01001,13.859985999999935,0.01042770624063122,18.280029000000013,0.013944959507597863,1,1,0.013944959507597863,0.013944959507597863
2011-02-25,1319.880005,-23.130004999999983,-0.017222511245467174,13.859985999999935,0.01042770624063122,1,1,0.01042770624063122,0.01042770624063122
2011-03-04,1321.150024,1.2700190000000475,0.0009622230772410614,-23.130004999999983,-0.017222511245467174,1,1,-0.017222511245467174,-0.017222511245467174
2011-03-11,1304.280029,-16.869995000000017,-0.012769174350785173,1.2700190000000475,0.0009622230772410614,1,0,0.0009622230772410614,0.0
2011-03-18,1279.209961,-25.070067999999992,-0.01922138455130788,-16.869995000000017,-0.012769174350785173,0,0,0.0,0.0
2011-03-25,1313.800049,34.59008799999992,0.0270401959448156,-25.070067999999992,-0.01922138455130788,1,1,-0.01922138455130788,-0.01922138455130788
2011-04-01,1332.410034,18.60998500000005,0.014165005560903318,34.59008799999992,0.0270401959448156,1,1,0.0270401959448156,0.0270401959448156
2011-04-08,1328.170044,-4.239990000000034,-0.003182196089646105,18.60998500000005,0.014165005560903318,1,1,0.014165005560903318,0.014165005560903318
